med.orarie NO2 [ug/m3] staz.** GIARDINI MARGHERITA

aaaa mm gg hh        NO2
2014 02 12 19       70.0
2014 02 12 20       71.0
2014 02 12 21       69.0
2014 02 12 22       63.0
2014 02 12 23       46.0
2014 02 13 00       25.0
2014 02 13 01    -9999.0
2014 02 13 02       53.0
2014 02 13 03       26.0
2014 02 13 04       17.0
2014 02 13 05       17.0
2014 02 13 06       45.0
2014 02 13 07       65.0
2014 02 13 08       74.0
2014 02 13 09       79.0
2014 02 13 10       52.0
2014 02 13 11       37.0
2014 02 13 12       58.0
2014 02 13 13       53.0
2014 02 13 14       31.0
2014 02 13 15       45.0
2014 02 13 16       13.0
2014 02 13 17       11.0
2014 02 13 18        7.0
2014 02 13 19       12.0
