med.orarie NO2 [ug/m3] staz.** BESENZONE

aaaa mm gg hh        NO2
2014 02 11 01       27.0
2014 02 11 02    -9999.0
2014 02 11 03       14.0
2014 02 11 04       14.0
2014 02 11 05       18.0
2014 02 11 06       21.0
2014 02 11 07       22.0
2014 02 11 08       26.0
2014 02 11 09       23.0
2014 02 11 10       23.0
2014 02 11 11       19.0
2014 02 11 12       18.0
2014 02 11 13       17.0
2014 02 11 14       15.0
2014 02 11 15       13.0
2014 02 11 16       12.0
2014 02 11 17       16.0
2014 02 11 18       19.0
2014 02 11 19       32.0
2014 02 11 20       34.0
2014 02 11 21       36.0
2014 02 11 22       39.0
2014 02 11 23       43.0
2014 02 12 00       31.0
2014 02 12 01       27.0
2014 02 12 02    -9999.0
2014 02 12 03       40.0
2014 02 12 04       40.0
2014 02 12 05       29.0
2014 02 12 06       15.0
2014 02 12 07       23.0
2014 02 12 08       28.0
2014 02 12 09       30.0
2014 02 12 10       25.0
2014 02 12 11       30.0
2014 02 12 12       23.0
2014 02 12 13    -9999.0
2014 02 12 14    -9999.0
2014 02 12 15    -9999.0
2014 02 12 16    -9999.0
2014 02 12 17       20.0
2014 02 12 18       22.0
2014 02 12 19       34.0
2014 02 12 20       38.0
2014 02 12 21       41.0
2014 02 12 22       39.0
2014 02 12 23       35.0
2014 02 13 00       28.0
2014 02 13 01       23.0
2014 02 13 02    -9999.0
2014 02 13 03       24.0
2014 02 13 04       22.0
2014 02 13 05       19.0
2014 02 13 06       20.0
2014 02 13 07       23.0
2014 02 13 08       21.0
2014 02 13 09       24.0
2014 02 13 10       30.0
2014 02 13 11       35.0
2014 02 13 12       35.0
2014 02 13 13       37.0
2014 02 13 14       33.0
2014 02 13 15       33.0
2014 02 13 16       33.0
2014 02 13 17       34.0
