med.orarie NO2 [ug/m3] staz.** SAN PIETRO CAPOFIUME

aaaa mm gg hh        NO2
2014 02 09 08       15.0
2014 02 09 09       19.0
2014 02 09 10       13.0
2014 02 09 11       17.0
2014 02 09 12       16.0
2014 02 09 13       13.0
2014 02 09 14       10.0
2014 02 09 15        9.0
2014 02 09 16       10.0
2014 02 09 17       10.0
2014 02 09 18       12.0
2014 02 09 19       14.0
2014 02 09 20       15.0
2014 02 09 21       20.0
2014 02 09 22       27.0
2014 02 09 23       25.0
2014 02 10 00       18.0
2014 02 10 01       16.0
2014 02 10 02    -9999.0
2014 02 10 03       10.0
2014 02 10 04        9.0
2014 02 10 05        8.0
2014 02 10 06       10.0
2014 02 10 07       14.0
2014 02 10 08       13.0
2014 02 10 09        9.0
2014 02 10 10       11.0
2014 02 10 11       11.0
2014 02 10 12        7.0
2014 02 10 13        8.0
2014 02 10 14        6.0
2014 02 10 15        5.0
2014 02 10 16        5.0
2014 02 10 17        5.0
2014 02 10 18        6.0
2014 02 10 19        7.0
2014 02 10 20        8.0
2014 02 10 21       14.0
2014 02 10 22       14.0
2014 02 10 23       20.0
2014 02 11 00       20.0
2014 02 11 01       14.0
2014 02 11 02    -9999.0
2014 02 11 03        8.0
2014 02 11 04        8.0
2014 02 11 05       10.0
2014 02 11 06       13.0
2014 02 11 07       16.0
2014 02 11 08       16.0
2014 02 11 09       20.0
2014 02 11 10       18.0
2014 02 11 11       17.0
2014 02 11 12       14.0
2014 02 11 13       11.0
2014 02 11 14       10.0
2014 02 11 15        9.0
2014 02 11 16       11.0
2014 02 11 17       12.0
2014 02 11 18       14.0
2014 02 11 19       18.0
2014 02 11 20       19.0
2014 02 11 21       16.0
2014 02 11 22       17.0
2014 02 11 23       29.0
2014 02 12 00       29.0
2014 02 12 01       39.0
2014 02 12 02    -9999.0
2014 02 12 03       37.0
2014 02 12 04       24.0
2014 02 12 05       24.0
2014 02 12 06       25.0
2014 02 12 07       17.0
2014 02 12 08       18.0
2014 02 12 09       17.0
2014 02 12 10       15.0
2014 02 12 11       11.0
2014 02 12 12       12.0
2014 02 12 13       13.0
2014 02 12 14       17.0
2014 02 12 15       17.0
2014 02 12 16       20.0
2014 02 12 17       21.0
2014 02 12 18       27.0
2014 02 12 19       39.0
2014 02 12 20       36.0
2014 02 12 21       30.0
2014 02 12 22       39.0
2014 02 12 23       41.0
2014 02 13 00       42.0
2014 02 13 01       40.0
2014 02 13 02    -9999.0
2014 02 13 03       33.0
2014 02 13 04       25.0
2014 02 13 05       23.0
2014 02 13 06       22.0
2014 02 13 07       25.0
2014 02 13 08       26.0
2014 02 13 09       23.0
2014 02 13 10       32.0
2014 02 13 11       33.0
2014 02 13 12       31.0
2014 02 13 13       26.0
