med.orarie NO2 [ug/m3] staz.** S. LAZZARO

aaaa mm gg hh        NO2
2014 02 12 18       48.6
2014 02 12 19       57.4
2014 02 12 20       57.4
2014 02 12 21       46.8
2014 02 12 22       40.1
2014 02 12 23       35.6
2014 02 13 00       33.6
2014 02 13 01       31.8
2014 02 13 02       29.6
2014 02 13 03       30.6
2014 02 13 04       27.1
2014 02 13 05       26.7
2014 02 13 06       28.2
2014 02 13 07       30.5
2014 02 13 08       33.6
2014 02 13 09       35.3
2014 02 13 10       38.2
2014 02 13 11       49.3
2014 02 13 12       39.2
2014 02 13 13       43.5
2014 02 13 14       43.0
2014 02 13 15       38.6
2014 02 13 16       39.7
2014 02 13 17       42.4
